title,recipe_link,img_link,ingredients,yield,nutrients,meal_type,subregion,region,total_calories,total_protein,total_fat,total_carb
Sour Cream Peach Pie,https://www.allrecipes.com/recipe/52728/sour-cream-peach-pie/,https://www.allrecipes.com/thmb/zZprXPOuzem1cXGbq9t2jS7elXE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/39744-cbd21d7bec2b4458b2472c13b2ed8892.jpg,"['0.75 cup sour cream', '0.5 cup white sugar', '0.33333334326744 cup all-purpose flour', '0.25 teaspoon almond extract', '1 tablespoon all-purpose flour', '1 (9 inch) unbaked pie crust', '4 cups sliced fresh or frozen peaches', '0.25 cup brown sugar']",8 servings,"{'calories': '273 kcal', 'carbohydrateContent': '39 g', 'cholesterolContent': '10 mg', 'fiberContent': '1 g', 'proteinContent': '3 g', 'saturatedFatContent': '5 g', 'sodiumContent': '133 mg', 'sugarContent': '23 g', 'fatContent': '12 g', 'unsaturatedFatContent': '0 g'}",dessert,southern,usa,2342.9,21.74,93.69999999999999,366.11
Sour Cream Raisin Pie IV,https://www.allrecipes.com/recipe/15842/sour-cream-raisin-pie-iv/,https://www.allrecipes.com/thmb/Lh32eZ21xJhHu892PS4OCZ8Bh4U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/872-c20a1333f5414b46a04ab0dd3bb31ed6.jpg,"['1 prepared 8 inch pastry shell, baked and cooled', '1 cup light cream', '1 tablespoon cider vinegar', '1.5 cups raisins', '0.25 teaspoon salt', '2 tablespoons all-purpose flour', '1 tablespoon cornstarch', '1.125 cups white sugar', '0.5 teaspoon ground cinnamon', '0.5 teaspoon ground nutmeg', '3 egg yolks, beaten', '1 teaspoon vanilla extract', '3 egg whites', '6 tablespoons white sugar']",8 servings,"{'calories': '419 kcal', 'carbohydrateContent': '69 g', 'cholesterolContent': '110 mg', 'fiberContent': '1 g', 'proteinContent': '5 g', 'saturatedFatContent': '7 g', 'sodiumContent': '192 mg', 'sugarContent': '54 g', 'fatContent': '15 g', 'unsaturatedFatContent': '0 g'}",,state_ks,usa,3102.5799999999995,46.65,77.75000000000001,579.98
Sourdough Bread III,https://www.allrecipes.com/recipe/24018/sourdough-bread-iii/,https://www.allrecipes.com/thmb/O7e3WKeEPEeBESVUn4goASqAFuM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1009991-7125b2bbe53c4fa5aac309c283618953.jpg,"['1 tablespoon active dry yeast', '3 tablespoons wheat germ', '3 tablespoons sugar', '1 tablespoon salt', '4 cups bread flour', '1.5 cups sourdough starter', '3 tablespoons margarine, softened', '1 cup milk', '1 tablespoon cornmeal']",12 servings,"{'calories': '268 kcal', 'carbohydrateContent': '48 g', 'cholesterolContent': '2 mg', 'fiberContent': '2 g', 'proteinContent': '9 g', 'saturatedFatContent': '1 g', 'sodiumContent': '630 mg', 'sugarContent': '5 g', 'fatContent': '4 g', 'unsaturatedFatContent': '0 g'}",,state_mi,usa,3323.2699999999995,105.97000000000001,52.28999999999999,605.87
Sourdough Focaccia alla Genovese,https://www.allrecipes.com/recipe/280275/sourdough-focaccia-alla-genovese/,https://www.allrecipes.com/thmb/-rmmYuUceTUdG0ac5g2S79BoWRY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8163285-c3e791a5bfa44ba197a70fc86f876e1f.jpg,"['2.5 cups high-protein bread flour (such as King Arthur Flour®), divided', '1 cup water, divided', '0.75 cup sourdough starter discard, at room temperature', '6 tablespoons extra-virgin olive oil, divided, or as needed', '1 teaspoon fine sea salt', '1 tablespoon water', '12 pitted green olives', '6 cherry tomatoes, halved', '1 sprig fresh rosemary', '0.5 teaspoon flaked salt']",8 servings,"{'calories': '270 kcal', 'carbohydrateContent': '34 g', 'cholesterolContent': '0 mg', 'fiberContent': '2 g', 'proteinContent': '6 g', 'saturatedFatContent': '2 g', 'sodiumContent': '479 mg', 'sugarContent': '1 g', 'fatContent': '12 g', 'unsaturatedFatContent': '0 g'}",bread,italian,european,3405.0800000000004,106.47,102.71000000000001,512.64
Sourdough Soft Pretzels,https://www.allrecipes.com/recipe/272372/sourdough-soft-pretzels/,https://www.allrecipes.com/thmb/neIAoBx0JtW3aaK57YUHSIKTpGI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5871063-979c148df8e9448b84dc345f2036fcbb.jpg,"['3 cups all-purpose flour', '1 cup unfed sourdough starter', '0.75 cup lukewarm water, or more as needed', '0.25 cup powdered milk', '2 tablespoons butter, melted', '2 tablespoons brown sugar', '1 tablespoon instant yeast', '1 teaspoon salt', '1 tablespoon water, or more as needed', '3 tablespoons baking soda', '1 large egg', '1 tablespoon water', '1 tablespoon coarse sea salt', '4 tablespoons butter, melted']",12 servings,"{'calories': '225 kcal', 'carbohydrateContent': '33 g', 'cholesterolContent': '34 mg', 'fiberContent': '2 g', 'proteinContent': '6 g', 'saturatedFatContent': '4 g', 'sodiumContent': '1716 mg', 'sugarContent': '4 g', 'fatContent': '7 g', 'unsaturatedFatContent': '0 g'}",bread,german,european,2663.16,71.04,80.66,413.04
Sous Vide Corned Beef,https://www.allrecipes.com/recipe/279006/sous-vide-corned-beef/,https://www.allrecipes.com/thmb/l8cTAJ9hiu1kcepbJW0fBbod-t4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7768073-216ceb5b87ed429d9845217e76eed33a.jpg,['1 (3 pound) corned beef brisket with spice packet'],12 servings,"{'calories': '125 kcal', 'carbohydrateContent': '0 g', 'cholesterolContent': '49 mg', 'proteinContent': '9 g', 'saturatedFatContent': '3 g', 'sodiumContent': '563 mg', 'fatContent': '9 g', 'unsaturatedFatContent': '0 g'}",main,uk_ireland,european,3932.64,392.18,250.65,0.0
South African Bobotie,https://www.allrecipes.com/recipe/244879/south-african-bobotie/,https://www.allrecipes.com/thmb/eSN6_c6In25RFTB8BjsU3inGLxw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8948038-412fe6ec5c384422a905c282e3572666.jpg,"['1 tablespoon oil, or as needed', '1 onion, chopped', '1 pound ground beef', '0.5 slice bread', '0.5 cup milk, divided', '1 egg, beaten, divided', '0.25 cup seedless raisins', '1 tablespoon white vinegar', '2 teaspoons white sugar', '1 teaspoon ground turmeric', '1 teaspoon salt', '0.5 teaspoon curry powder', '0.25 teaspoon ground black pepper', '2 bay leaves', '1.5 tablespoons chutney']",6 servings,"{'calories': '230 kcal', 'carbohydrateContent': '15 g', 'cholesterolContent': '75 mg', 'fiberContent': '1 g', 'proteinContent': '15 g', 'saturatedFatContent': '4 g', 'sodiumContent': '467 mg', 'sugarContent': '10 g', 'fatContent': '13 g', 'unsaturatedFatContent': '0 g'}",main,south_african,african,1762.0299999999997,138.17000000000004,103.11,66.76
South African Brown Pudding,https://www.allrecipes.com/recipe/214766/south-african-brown-pudding/,https://www.allrecipes.com/thmb/S9iCvvqhFmAhEGls6NQprXWeKm0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8164561-f692fd26e11d49ff810a8bb67955b71a.jpg,"['2 cups white sugar', '4 eggs', '2 cups flour', '2 teaspoons baking powder', '2 teaspoons baking soda', '0.5 teaspoon salt', '3 tablespoons distilled white vinegar', '2 tablespoons apricot jam', '2 cups milk', '1 cup sugar', '1 cup water', '1 cup milk', '0.5 cup butter or margarine', '2 teaspoons vanilla']",16 servings,"{'calories': '302 kcal', 'carbohydrateContent': '54 g', 'cholesterolContent': '65 mg', 'fiberContent': '0 g', 'proteinContent': '5 g', 'saturatedFatContent': '5 g', 'sodiumContent': '370 mg', 'sugarContent': '41 g', 'fatContent': '8 g', 'unsaturatedFatContent': '0 g'}",,south_african,african,4793.2,76.7,123.18,857.6500000000002
South African Instant Milk Tart,https://www.allrecipes.com/recipe/238837/south-african-instant-milk-tart/,https://www.allrecipes.com/thmb/0FCm80rjM_JqjW4_oLyfUGkLiGg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1308659-e5b6b90772014997a38440d23f5052c6.jpg,"['1 (4.8 ounce) package graham crackers, crushed, or as needed', '0.5 cup melted butter', '2 eggs, beaten', '0.25 cup white sugar, or to taste', '3 tablespoons cornstarch', '3 tablespoons cake flour', '2 cups milk', '1 cinnamon stick', '2 tablespoons butter', '0.5 teaspoon vanilla extract', '1 tablespoon cinnamon sugar, or to taste']",6 servings,"{'calories': '403 kcal', 'carbohydrateContent': '39 g', 'cholesterolContent': '119 mg', 'fiberContent': '1 g', 'proteinContent': '7 g', 'saturatedFatContent': '14 g', 'sodiumContent': '331 mg', 'sugarContent': '19 g', 'fatContent': '25 g', 'unsaturatedFatContent': '0 g'}",,south_african,african,2499.74,43.510000000000005,147.03000000000003,256.78000000000003
South African Lamb Sosaties (Kebabs),https://www.allrecipes.com/recipe/34728/south-african-lamb-sosatieskebabs/,https://www.allrecipes.com/thmb/ity5-JV9G5-DlRwtOzrl5rhTE70=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9427546-0586987f205d4a3388bb7d2d86b947b5.jpg,"['1 cup plain yogurt', '2 teaspoons curry powder', '1 tablespoon white sugar', '1 tablespoon vegetable oil', '1 large onion', '1 cup cubed lamb stew meat', '12 ounces dried apricots', '8 kabob skewers']",8 servings,"{'calories': '172 kcal', 'carbohydrateContent': '32 g', 'cholesterolContent': '12 mg', 'fiberContent': '4 g', 'proteinContent': '7 g', 'saturatedFatContent': '1 g', 'sodiumContent': '35 mg', 'sugarContent': '27 g', 'fatContent': '3 g', 'unsaturatedFatContent': '0 g'}",main,south_african,african,3164.8900000000003,202.57999999999998,149.28000000000003,273.17
South African Malvapoeding (Marshmallow Pudding),https://www.allrecipes.com/recipe/58465/south-african-malvapoeding-marshmallow-pudding/,https://www.allrecipes.com/thmb/o8XYPhqKd5xli48TgF0ngms5ZhY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/340900-967d54b297194715a1de88a9348fb7c5.jpg,"['2 tablespoons butter', '1 teaspoon white vinegar', '0.5 cup milk', '1 cup superfine sugar', '2 eggs', '1 tablespoon apricot jelly', '1.3333333730698 cups cake flour', '1 teaspoon baking soda', '1 pinch salt', '1 cup heavy cream', '0.5 cup butter', '0.5 cup white sugar', '0.5 cup water, orange juice, or sherry']",10 servings,"{'calories': '396 kcal', 'carbohydrateContent': '48 g', 'cholesterolContent': '102 mg', 'fiberContent': '0 g', 'proteinContent': '4 g', 'saturatedFatContent': '13 g', 'sodiumContent': '237 mg', 'sugarContent': '32 g', 'fatContent': '22 g', 'unsaturatedFatContent': '0 g'}",,"south_african,uk_ireland","african,european",4006.0900000000006,41.470000000000006,213.72,493.08
South African Melktert (Milk Tart),https://www.allrecipes.com/recipe/80160/south-african-melktert-milk-tart/,https://www.allrecipes.com/thmb/Wiob9axHNv9bw3wbBCn08lnWItI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9395564-07f1a9aff15e44cc9489083a9078a3ac.jpg,"['cooking spray', '1 cup white sugar', '3 tablespoons butter, melted', '3 egg yolks', '1 cup cake flour', '1 teaspoon baking powder', '0.25 teaspoon salt', '4 cups milk', '1 teaspoon vanilla extract', '3 egg white', '1 tablespoon cinnamon sugar']",8 servings,"{'calories': '294 kcal', 'carbohydrateContent': '47 g', 'cholesterolContent': '98 mg', 'fiberContent': '0 g', 'proteinContent': '8 g', 'saturatedFatContent': '5 g', 'sodiumContent': '239 mg', 'sugarContent': '31 g', 'fatContent': '9 g', 'unsaturatedFatContent': '0 g'}",,south_african,african,2258.11,63.440000000000005,59.160000000000004,370.68000000000006
South African Pumpkin Soup with Banana and Curry,https://www.allrecipes.com/recipe/268487/south-african-pumpkin-soup-with-banana-and-curry/,https://www.allrecipes.com/thmb/BN2HMZdirDsA2KcK74FYQSZkvXY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5873895-3e92ecc8f2794f4690076c8b3dcd0d16.jpg,"['1.5 pounds pumpkin, peeled and cubed', '4 tablespoons olive oil, divided', '2 tablespoons brown sugar', '2 tablespoons honey', '1 ripe banana', '1 small onion, finely chopped', '1 carrot, chopped', '1 stalk celery, chopped', '1 clove garlic, finely chopped', '1 teaspoon medium curry powder', '0.5 teaspoon ground coriander', '0.25 teaspoon ground nutmeg', '0.25 teaspoon ground cinnamon', '1 cup coconut milk', '1 cup chicken stock', 'salt to taste', 'freshly ground black pepper', '1 lime, juiced, or as needed']",6 servings,"{'calories': '258 kcal', 'carbohydrateContent': '27 g', 'cholesterolContent': '0 mg', 'fiberContent': '3 g', 'proteinContent': '3 g', 'saturatedFatContent': '9 g', 'sodiumContent': '162 mg', 'sugarContent': '16 g', 'fatContent': '18 g', 'unsaturatedFatContent': '0 g'}",soups_and_stews,south_african,african,1543.13,19.47,106.97999999999999,150.33
South African Traditional Vetkoek (Fried Bread),https://www.allrecipes.com/recipe/245683/south-african-traditional-vetkoek-fried-bread/,https://www.allrecipes.com/thmb/brolHkz_LpJ8wdUkMQtw3xayOlk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8144318-99b39d0df1c84f3eabbf4d9e1d156753.jpg,"['2 cups lukewarm water', '0.25 cup white sugar', '1 (.25 ounce) package active dry yeast', '7 cups all-purpose flour', '2 teaspoons salt', '3 cups oil for frying']",12 servings,"{'calories': '332 kcal', 'carbohydrateContent': '60 g', 'fiberContent': '2 g', 'proteinContent': '8 g', 'saturatedFatContent': '1 g', 'sodiumContent': '391 mg', 'sugarContent': '4 g', 'fatContent': '6 g', 'unsaturatedFatContent': '0 g'}",,south_african,african,9434.15,104.72,683.27,732.3100000000001
South African Yellow Rice,https://www.allrecipes.com/recipe/98799/south-african-yellow-rice/,https://www.allrecipes.com/thmb/cGocl7daag_x7BSDdUVAvyVbD24=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2785687-south-african-yellow-rice-Diana71-4x3-1-798d02b9efc04105a9b41edebcfd9f93.jpg,"['1 cup long grain white rice', '0.5 teaspoon salt', '1.5 teaspoons ground turmeric', '3 tablespoons white sugar', '0.5 teaspoon ground cinnamon', '0.5 cup black raisins', '1 tablespoon butter', '2.5 cups water']",4 servings,"{'calories': '296 kcal', 'carbohydrateContent': '64 g', 'cholesterolContent': '8 mg', 'fiberContent': '2 g', 'proteinContent': '4 g', 'saturatedFatContent': '2 g', 'sodiumContent': '316 mg', 'sugarContent': '22 g', 'fatContent': '3 g', 'unsaturatedFatContent': '0 g'}",side,,african,702.1700000000001,7.25,12.48,147.66
South African-Inspired Butternut Soup,https://www.allrecipes.com/recipe/284254/south-african-inspired-butternut-soup/,https://www.allrecipes.com/thmb/iM3zH85J0H8RBZukITVq6dNv5Jk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9206863-3f71d7855bc04275bd3beca22fbe4075.jpg,"['1 tablespoon butter', '2 large onions, finely chopped', '1 large jalapeno pepper, seeded and minced', '1 clove elephant garlic, chopped', '2 cups chicken stock', '1 teaspoon lemon juice', '1 (3 1/2) pound butternut squash - peeled, seeded, and cut into 2-inch cubes', '1 cup water', '6 tablespoons cream, or to taste']",6 servings,"{'calories': '213 kcal', 'carbohydrateContent': '37 g', 'cholesterolContent': '26 mg', 'fiberContent': '6 g', 'proteinContent': '4 g', 'saturatedFatContent': '5 g', 'sodiumContent': '262 mg', 'sugarContent': '8 g', 'fatContent': '8 g', 'unsaturatedFatContent': '0 g'}",soups_and_stews,south_african,african,1335.97,32.87,51.559999999999995,214.09999999999997
South Carolina Catfish Stew,https://www.allrecipes.com/recipe/285733/south-carolina-catfish-stew/,https://www.allrecipes.com/thmb/uy58JvLp1Q-uMwXh29tdNCwdso8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/611777-0864c28ef2e1468a9d7dd1ff0cc6b756.jpg,"['1 (10.5 ounce) can condensed tomato soup', '1 (10.5 ounce) can water', '1 cup ketchup', ""1 cup hot pepper sauce (such as Frank's® RedHot)"", '3 tablespoons Worcestershire sauce', '2 tablespoons butter', '1 teaspoon browning sauce', '4 medium potatoes, peeled and diced', '12 ounces bacon, cut into 1-inch pieces, or more to taste', '1 large sweet onion, chopped', '0.5 teaspoon dried thyme', '0.5 teaspoon chili powder', 'salt and ground black pepper to taste', '2 pounds catfish fillets']",10 servings,"{'calories': '323 kcal', 'carbohydrateContent': '28 g', 'cholesterolContent': '60 mg', 'fiberContent': '3 g', 'proteinContent': '21 g', 'saturatedFatContent': '5 g', 'sodiumContent': '1399 mg', 'sugarContent': '10 g', 'fatContent': '14 g', 'unsaturatedFatContent': '0 g'}","main,soups_and_stews",state_sc,usa,4411.96,312.06000000000006,211.62,311.38
South Carolina She-Crab Soup,https://www.allrecipes.com/recipe/68978/south-carolina-she-crab-soup/,https://www.allrecipes.com/thmb/I6pZ7yN6gwP9n98-D_Ko_iv52FA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/771029-96fe029e46c445a3a0e8e84f10f6d47a.jpg,"['5 tablespoons butter', '5 tablespoons all-purpose flour', '1 small white onion, grated', '1 stalk celery, grated', '2 cloves garlic, minced', 'salt and pepper to taste', '2 quarts half-and-half cream', '1 pint heavy cream', '1 cup chicken broth', '0.5 cup sherry wine', '2 tablespoons chopped fresh dill', '2 teaspoons Worcestershire sauce', '1 teaspoon hot pepper sauce', '1 pound lump crabmeat', '2 tablespoons chopped fresh chives']",8 servings,"{'calories': '677 kcal', 'carbohydrateContent': '20 g', 'cholesterolContent': '240 mg', 'fiberContent': '0 g', 'proteinContent': '21 g', 'saturatedFatContent': '36 g', 'sodiumContent': '485 mg', 'sugarContent': '1 g', 'fatContent': '58 g', 'unsaturatedFatContent': '0 g'}",soups_and_stews,state_sc,usa,5152.4800000000005,163.65999999999997,434.93,154.77
South Carolina Sweet Tea,https://www.allrecipes.com/recipe/24222/south-carolina-sweet-tea/,https://www.allrecipes.com/thmb/GCylmdFG_kDYmOpJKdO6uDKBfcQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/100948-19b8bdf6a0f747a3bda4ed40b2d21072.jpg,"['3 family size tea bags', '2 cups white sugar']",16 servings,"{'calories': '97 kcal', 'carbohydrateContent': '25 g', 'sugarContent': '25 g', 'unsaturatedFatContent': '0 g'}",,state_sc,usa,1548.0,0.0,0.0,399.92
South Georgia Biscuits,https://www.allrecipes.com/recipe/84515/south-georgia-biscuits/,https://www.allrecipes.com/thmb/GQFFRSuaUrQpJhBBuhHnzpPnMxE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1122222-f7b896b28b714bd0bd06daa12e36fc87.jpg,"['2.5 cups all-purpose flour', '1 tablespoon baking powder', '1 teaspoon salt', '0.5 cup shortening', '1 cup whole milk']",12 servings,"{'calories': '183 kcal', 'carbohydrateContent': '21 g', 'cholesterolContent': '2 mg', 'fiberContent': '1 g', 'proteinContent': '3 g', 'saturatedFatContent': '3 g', 'sodiumContent': '286 mg', 'sugarContent': '1 g', 'fatContent': '10 g', 'unsaturatedFatContent': '0 g'}",bread,state_ga,usa,2216.15,39.97,113.49000000000001,254.0
South Texas Borracho Beans,https://www.allrecipes.com/recipe/237508/south-texas-borracho-beans/,https://www.allrecipes.com/thmb/kx4Iti755UWY8CVub5DmOJiidmw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1128255-c8c1932e299744c1b8df8e961a7b88a4.jpg,"['1 pound dried pinto beans', '0.5 pound bacon', '0.5 teaspoon salt', '0.5 teaspoon garlic powder', '1 (12 fluid ounce) bottle dark lager-style beer (such as Shiner Bock®)', '1 bunch cilantro, chopped', '1 bunch green onions, chopped', '1 (14.5 ounce) can diced tomatoes', '1 fresh jalapeno pepper']",6 servings,"{'calories': '363 kcal', 'carbohydrateContent': '52 g', 'cholesterolContent': '14 mg', 'fiberContent': '18 g', 'proteinContent': '22 g', 'saturatedFatContent': '2 g', 'sodiumContent': '1012 mg', 'sugarContent': '3 g', 'fatContent': '6 g', 'unsaturatedFatContent': '0 g'}",,state_tx,usa,2111.67,124.39,83.89,168.96
